product_direction,product_category,product_brand,product_name,product_price,production_date,expire_date,period_of_duration,brand_availability,discount_percentage,price_after_discount,store_name,location_long,location_lat,product_group,sales_volume,date_of_manufacture,date_of_expiry,status
,,Makfa,Pasta,6.98,,,,,,,PrimePick,-112.024407,33.4626533,Bakery Products,39.0,04/05/2024,15/08/2024,no
,,Cherkizovo,Lamb,12.78,,,,,,,FreshFoods,-118.2310171,34.05719902,Meat Products,75.0,26/10/2024,23/12/2024,no
,,Nestl̩ Pure Life,Tea,11.4,,,,,,,EcoGrocer,-95.34032908,29.74038911,Beverages,23.0,20/05/2024,04/11/2025,yes
,,Nestl̩ Pure Life,Coffee,7.19,,,,,,,TastyBite,139.6085331,35.65454354,Beverages,15.0,22/10/2024,24/06/2025,yes
,,President,Cottage Cheese,9.13,,,,,,,SuperValue,-87.67210774,41.91785598,Dairy Products,71.0,24/04/2024,13/06/2024,yes
,,Coca-Cola,Coffee,10.72,,,,,,,PrimePick,-112.0572354,33.48217771,Beverages,33.0,31/12/2024,23/01/2026,no
,,Ferrero,Halva,11.71,,,,,,,PrimePick,-112.0243776,33.40098305,Sweets,52.0,13/08/2024,14/03/2025,no
,,Tyson,Hot Dogs,12.69,,,,,,,MegaMarket,-74.01352476,40.74399078,Meat Products,93.0,12/02/2025,28/03/2025,no
,,Lipton,Tea,14.86,,,,,,,FreshFoods,-118.2748392,34.05798303,Beverages,16.0,20/01/2025,09/08/2026,yes
,,Pepsi,Juices,12.11,,,,,,,FreshFoods,-118.1939618,34.00234957,Beverages,23.0,04/04/2024,15/02/2025,no
,,Cherkizovo,Hot Dogs,22.99,,,,,,,SuperValue,-87.58191517,41.89610494,Meat Products,70.0,08/04/2024,19/04/2024,yes
,,Lipton,Juices,7.64,,,,,,,FoodWorld,37.62267267,55.80299493,Beverages,80.0,27/03/2024,28/12/2024,yes
,,Perdue,Beef,17.34,,,,,,,FreshFoods,-118.2301335,34.03493978,Meat Products,36.0,16/08/2024,24/08/2024,yes
,,Nestl̩ Pure Life,Tea,12.39,,,,,,,GoldenCart,-0.147395455,51.46366671,Beverages,40.0,29/05/2024,15/12/2025,yes
,,Pepsi,Mineral Water,11.29,,,,,,,MarketMax,2.37736079,48.83123329,Beverages,73.0,12/01/2025,11/07/2026,yes
,,Makfa,Biscuits,6.96,,,,,,,NutriMart,-99.1475985,19.44597057,Bakery Products,88.0,29/10/2024,09/02/2025,yes
,,Yashkino,Bread,3.4,,,,,,,FreshFoods,-118.2892019,34.03206306,Bakery Products,1.0,18/06/2024,18/09/2024,no
,,Hormel,Smoked Meat,14.62,,,,,,,EcoGrocer,-95.34162046,29.79357435,Meat Products,33.0,25/12/2024,26/01/2025,yes
,,Pepsi,Carbonated Drinks,4.86,,,,,,,TastyBite,139.6003794,35.64906938,Beverages,9.0,26/07/2024,26/01/2026,no
,,Ferrero,Candies,4.61,,,,,,,FreshFoods,-118.2454798,34.03957914,Sweets,46.0,05/05/2024,30/09/2024,no
,,Oscar Mayer,Beef,5.28,,,,,,,FoodWorld,37.61395567,55.75839831,Meat Products,18.0,23/03/2024,17/04/2024,yes
,,Coca-Cola,Coffee,12.26,,,,,,,EcoGrocer,-95.35473685,29.75448123,Beverages,25.0,14/04/2024,05/04/2026,yes
,,Pepsi,Mineral Water,5.54,,,,,,,MegaMarket,-73.98632897,40.67279053,Beverages,40.0,02/07/2024,25/03/2025,no
,,Pepsi,Mineral Water,8.68,,,,,,,PrimePick,-112.0758619,33.421284,Beverages,2.0,22/11/2024,08/08/2025,yes
,,Perdue,Poultry,14.08,,,,,,,NutriMart,-99.12011382,19.4497388,Meat Products,17.0,04/09/2024,29/10/2024,yes
,,Nescaf̩,Carbonated Drinks,14.19,,,,,,,TastyBite,139.60053,35.69136978,Beverages,32.0,24/04/2024,06/11/2025,yes
,,Makfa,Wheat Flour,7.12,,,,,,,EcoGrocer,-95.41647596,29.71162374,Bakery Products,24.0,01/12/2024,28/03/2025,no
,,Oscar Mayer,Lamb,10.79,,,,,,,GoldenCart,-0.175913311,51.54839536,Meat Products,37.0,06/05/2024,19/05/2024,yes
,,Tyson,Poultry,7.83,,,,,,,MarketMax,2.305866818,48.84748577,Meat Products,41.0,14/01/2025,26/02/2025,yes
,,Ferrero,Candies,2.37,,,,,,,MarketMax,2.327184877,48.84904149,Sweets,18.0,27/05/2024,14/01/2025,no
,,Makfa,Wheat Flour,5.59,,,,,,,EcoGrocer,-95.36108938,29.7973061,Bakery Products,48.0,28/09/2024,09/11/2024,yes
,,Danone,Kefir,3.79,,,,,,,NutriMart,-99.09816636,19.45835083,Dairy Products,69.0,23/08/2024,02/10/2024,yes
,,Nestl̩,Chocolate,9.33,,,,,,,EcoGrocer,-95.38343828,29.77457423,Sweets,28.0,08/06/2024,08/01/2025,yes
,,Ozon,Pasta,6.41,,,,,,,MarketMax,2.335525657,48.87452749,Bakery Products,65.0,09/10/2024,31/12/2024,yes
,,Cherkizovo,Hot Dogs,10.35,,,,,,,FoodWorld,37.56779765,55.74861968,Meat Products,56.0,24/10/2024,12/11/2024,no
,,Lipton,Carbonated Drinks,3.48,,,,,,,NutriMart,-99.15844828,19.47767556,Beverages,36.0,06/01/2025,09/07/2026,yes
,,Parmalat,Cream,4.97,,,,,,,EcoGrocer,-95.33631608,29.74602114,Dairy Products,23.0,01/10/2024,05/12/2024,yes
,,Pepsi,Juices,1.85,,,,,,,FreshFoods,-118.2172969,34.02895111,Beverages,32.0,09/02/2025,13/01/2027,no
,,Oscar Mayer,Lamb,12.42,,,,,,,MarketMax,2.328860104,48.83661463,Meat Products,52.0,10/01/2025,02/03/2025,yes
,,Lipton,Juices,3.92,,,,,,,FoodWorld,37.66219722,55.78354547,Beverages,86.0,16/07/2024,24/12/2025,yes
,,Roshen,Cakes,4.9,,,,,,,MarketMax,2.365579037,48.81932818,Sweets,96.0,24/07/2024,08/01/2025,no
,,Tyson,Poultry,17.82,,,,,,,MarketMax,2.361439022,48.85598541,Meat Products,61.0,29/04/2024,16/05/2024,no
,,Ferrero,Cakes,6.11,,,,,,,MarketMax,2.376694666,48.90169021,Sweets,35.0,05/07/2024,26/02/2025,yes
,,Coca-Cola,Tea,5.14,,,,,,,MarketMax,2.359975115,48.8312351,Beverages,94.0,19/12/2024,14/11/2025,yes
,,Mars,Ice Cream,8.74,,,,,,,EcoGrocer,-95.34459492,29.77199111,Sweets,13.0,16/09/2024,08/04/2025,yes
,,Pioner,Wheat Flour,4.48,,,,,,,FreshFoods,-118.2155388,34.04156514,Bakery Products,4.0,22/07/2024,03/08/2024,yes
,,Barilla,Wheat Flour,3.97,,,,,,,SuperValue,-87.63264696,41.86605396,Bakery Products,36.0,18/12/2024,31/05/2025,yes
,,Pioner,Buns,1.82,,,,,,,TastyBite,139.6022099,35.7165836,Bakery Products,36.0,06/01/2025,07/03/2025,no
,,Perdue,Sausage,10.56,,,,,,,PrimePick,-112.1043541,33.43822319,Meat Products,24.0,31/08/2024,18/10/2024,yes
,,Nestl̩ Pure Life,Juices,13.84,,,,,,,NutriMart,-99.11991653,19.4817495,Beverages,97.0,12/10/2024,06/11/2025,yes
,,Roshen,Jam,5.95,,,,,,,FreshFoods,-118.2188949,34.04820095,Sweets,39.0,24/03/2024,10/10/2024,yes
,,Danone,Cream,6.54,,,,,,,TastyBite,139.6082924,35.71084806,Dairy Products,53.0,01/10/2024,21/11/2024,yes
,,Nescaf̩,Carbonated Drinks,9.4,,,,,,,MarketMax,2.369423493,48.85174978,Beverages,28.0,03/09/2024,13/10/2025,yes
,,Mars,Chocolate,9.31,,,,,,,MarketMax,2.337190435,48.81734362,Sweets,52.0,23/07/2024,09/03/2025,yes
,,Oscar Mayer,Sausage,14.64,,,,,,,FreshFoods,-118.2705376,34.02166874,Meat Products,86.0,19/10/2024,18/12/2024,no
,,Amul,Cottage Cheese,7.83,,,,,,,PrimePick,-112.1139609,33.45174791,Dairy Products,89.0,01/08/2024,26/08/2024,no
,,Parmalat,Cottage Cheese,2.08,,,,,,,MarketMax,2.323851012,48.85596238,Dairy Products,12.0,11/05/2024,15/07/2024,yes
,,Nestl̩,Butter,3.2,,,,,,,NutriMart,-99.1748962,19.44889168,Dairy Products,40.0,09/06/2024,27/06/2024,yes
,,Nescaf̩,Mineral Water,4.45,,,,,,,MarketMax,2.394782961,48.89192158,Beverages,96.0,25/04/2024,01/12/2024,yes
,,Hormel,Hot Dogs,9.19,,,,,,,EcoGrocer,-95.33026813,29.7361817,Meat Products,34.0,06/06/2024,16/06/2024,yes
,,President,Butter,9.37,,,,,,,MarketMax,2.350005536,48.81273834,Dairy Products,76.0,09/05/2024,18/06/2024,yes
,,President,Milk,6.66,,,,,,,FreshFoods,-118.2456448,34.03459255,Dairy Products,27.0,27/05/2024,22/06/2024,yes
,,Coca-Cola,Carbonated Drinks,5.05,,,,,,,MegaMarket,-74.02565449,40.76243588,Beverages,67.0,28/12/2024,24/09/2025,yes
,,Oscar Mayer,Sausage,23.59,,,,,,,TastyBite,139.6635001,35.67213766,Meat Products,90.0,26/04/2024,21/06/2024,yes
,,Lipton,Juices,4.34,,,,,,,MarketMax,2.353207641,48.85424369,Beverages,55.0,23/06/2024,03/03/2025,no
,,Cherkizovo,Beef,20.65,,,,,,,FreshFoods,-118.2299848,34.00595092,Meat Products,85.0,29/09/2024,13/10/2024,no
,,Hormel,Beef,23.4,,,,,,,SuperValue,-87.66462482,41.85305036,Meat Products,10.0,18/07/2024,30/07/2024,yes
,,Pioner,Wheat Flour,6.7,,,,,,,MegaMarket,-73.98965406,40.70389646,Bakery Products,53.0,24/12/2024,05/03/2025,yes
,,Tyson,Beef,10.66,,,,,,,GoldenCart,-0.112201195,51.47495004,Meat Products,18.0,06/02/2025,08/03/2025,no
,,Roshen,Jam,7.26,,,,,,,FreshFoods,-118.2470455,34.09562372,Sweets,79.0,07/08/2024,29/07/2025,no
,,Roshen,Candies,3.06,,,,,,,MarketMax,2.330432654,48.84564267,Sweets,8.0,03/04/2024,07/01/2025,no
,,Pepsi,Juices,13.41,,,,,,,GoldenCart,-0.14301319,51.50066859,Beverages,47.0,02/12/2024,30/03/2026,no
,,Pepsi,Tea,6.67,,,,,,,SuperValue,-87.6073589,41.87292548,Beverages,52.0,26/05/2024,27/11/2025,yes
,,Nestl̩,Kefir,8.71,,,,,,,MarketMax,2.349841094,48.89399647,Dairy Products,84.0,06/08/2024,03/09/2024,yes
,,Pepsi,Juices,11.89,,,,,,,MarketMax,2.397772086,48.8575244,Beverages,6.0,06/12/2024,02/09/2026,yes
,,Lipton,Coffee,14.84,,,,,,,MegaMarket,-73.99218285,40.66314304,Beverages,77.0,18/04/2024,20/07/2025,no
,,President,Cheese,7.76,,,,,,,FreshFoods,-118.2400701,34.05078615,Dairy Products,22.0,25/06/2024,11/09/2024,yes
,,Makfa,Pasta,1.09,,,,,,,SuperValue,-87.66551748,41.8421007,Bakery Products,72.0,06/06/2024,24/08/2024,yes
,,Cherkizovo,Hot Dogs,5.03,,,,,,,GoldenCart,-0.125199116,51.54403282,Meat Products,77.0,18/08/2024,27/08/2024,yes
,,Danone,Kefir,4.78,,,,,,,TastyBite,139.660834,35.65299766,Dairy Products,14.0,17/05/2024,01/07/2024,yes
,,Pepsi,Carbonated Drinks,9.29,,,,,,,GoldenCart,-0.081081791,51.47682399,Beverages,99.0,11/02/2025,04/02/2027,no
,,Campina,Cream,6.45,,,,,,,MegaMarket,-74.01233193,40.74195457,Dairy Products,86.0,19/09/2024,04/12/2024,yes
,,Mars,Chocolate,8.22,,,,,,,FoodWorld,37.57022107,55.75821909,Sweets,4.0,19/08/2024,08/01/2025,no
,,Oscar Mayer,Hot Dogs,10.25,,,,,,,GoldenCart,-0.17007987,51.48165848,Meat Products,98.0,06/05/2024,23/06/2024,yes
,,Yashkino,Wheat Flour,4.57,,,,,,,MarketMax,2.330983704,48.88658674,Bakery Products,23.0,01/05/2024,19/10/2024,yes
,,Perdue,Hot Dogs,24.91,,,,,,,NutriMart,-99.14464741,19.40492727,Meat Products,83.0,31/03/2024,20/05/2024,yes
,,Danone,Butter,4.0,,,,,,,NutriMart,-99.11643656,19.45991089,Dairy Products,85.0,30/01/2025,10/04/2025,no
,,Mars,Cakes,11.58,,,,,,,EcoGrocer,-95.37955025,29.79260193,Sweets,43.0,26/12/2024,07/09/2025,no
,,Amul,Butter,9.16,,,,,,,GoldenCart,-0.147193894,51.51663565,Dairy Products,36.0,22/06/2024,17/09/2024,yes
,,Campina,Kefir,6.86,,,,,,,MarketMax,2.345192542,48.86687428,Dairy Products,46.0,05/06/2024,24/08/2024,yes
,,Nestl̩ Pure Life,Tea,7.33,,,,,,,MegaMarket,-73.98321123,40.70052622,Beverages,59.0,20/07/2024,12/09/2025,yes
,,Oscar Mayer,Sausage,13.37,,,,,,,FoodWorld,37.57559944,55.79516799,Meat Products,54.0,05/05/2024,26/05/2024,yes
,,Ozon,Pasta,2.96,,,,,,,PrimePick,-112.0688163,33.45717459,Bakery Products,82.0,29/03/2024,14/08/2024,yes
,,Nestl̩,Cakes,9.74,,,,,,,MarketMax,2.318272902,48.86819652,Sweets,35.0,20/08/2024,11/07/2025,yes
,,Amul,Kefir,7.95,,,,,,,SuperValue,-87.59215606,41.86041086,Dairy Products,87.0,21/06/2024,04/08/2024,no
,,Parmalat,Milk,2.88,,,,,,,SuperValue,-87.62857162,41.84935919,Dairy Products,59.0,22/05/2024,14/07/2024,yes
,,Parmalat,Cottage Cheese,4.25,,,,,,,EcoGrocer,-95.37996797,29.80462968,Dairy Products,44.0,27/08/2024,07/11/2024,no
,,Nestl̩,Chocolate,5.69,,,,,,,MegaMarket,-73.97259036,40.70121727,Sweets,21.0,08/08/2024,29/01/2025,yes
,,Cherkizovo,Poultry,21.97,,,,,,,EcoGrocer,-95.40536011,29.73256232,Meat Products,46.0,19/06/2024,10/07/2024,yes
,,Pepsi,Mineral Water,9.47,,,,,,,TastyBite,139.6142299,35.71836226,Beverages,36.0,29/03/2024,15/02/2025,yes
,,President,Kefir,8.63,,,,,,,NutriMart,-99.13893781,19.44260942,Dairy Products,21.0,20/01/2025,20/02/2025,yes
,,Barilla,Bread,2.23,,,,,,,FreshFoods,-118.2395426,34.04292709,Bakery Products,88.0,20/07/2024,25/12/2024,yes
,,President,Yogurt,9.77,,,,,,,NutriMart,-99.09735621,19.40359161,Dairy Products,17.0,16/09/2024,04/10/2024,yes
,,Cherkizovo,Poultry,5.9,,,,,,,EcoGrocer,-95.36978883,29.76903694,Meat Products,1.0,21/06/2024,07/07/2024,yes
,,Makfa,Bread,5.23,,,,,,,NutriMart,-99.12555458,19.38747489,Bakery Products,80.0,12/07/2024,21/11/2024,yes
,,Yashkino,Buns,3.64,,,,,,,MegaMarket,-73.99138724,40.66300617,Bakery Products,44.0,25/10/2024,26/11/2024,yes
,,Perdue,Beef,24.4,,,,,,,GoldenCart,-0.106005838,51.49505729,Meat Products,66.0,23/09/2024,22/10/2024,yes
,,Makfa,Wheat Flour,1.96,,,,,,,FoodWorld,37.62946491,55.76373671,Bakery Products,37.0,11/09/2024,12/11/2024,yes
,,Mars,Cakes,6.41,,,,,,,MarketMax,2.349072308,48.87168896,Sweets,43.0,27/09/2024,23/05/2025,yes
,,Amul,Kefir,7.42,,,,,,,EcoGrocer,-95.34156287,29.75479379,Dairy Products,97.0,15/09/2024,24/10/2024,yes
,,Lipton,Tea,1.82,,,,,,,FreshFoods,-118.226692,34.09419967,Beverages,92.0,24/10/2024,05/04/2026,yes
,,Danone,Milk,2.69,,,,,,,FoodWorld,37.64326658,55.77061026,Dairy Products,74.0,08/06/2024,31/08/2024,no
,,Campina,Cottage Cheese,3.97,,,,,,,GoldenCart,-0.172305594,51.50507901,Dairy Products,8.0,06/06/2024,06/07/2024,yes
,,Coca-Cola,Tea,3.86,,,,,,,MarketMax,2.356909447,48.85444604,Beverages,81.0,18/11/2024,28/07/2026,yes
,,Milka,Halva,5.79,,,,,,,SuperValue,-87.63117056,41.84794225,Sweets,20.0,24/04/2024,01/10/2024,yes
,,Pioner,Wheat Flour,5.24,,,,,,,PrimePick,-112.0872366,33.46311215,Bakery Products,11.0,12/08/2024,26/09/2024,yes
,,Nestl̩ Pure Life,Carbonated Drinks,13.23,,,,,,,MegaMarket,-73.98135423,40.6656918,Beverages,73.0,19/12/2024,16/11/2025,no
,,Cherkizovo,Smoked Meat,12.6,,,,,,,FreshFoods,-118.2677347,34.02291791,Meat Products,81.0,01/12/2024,01/01/2025,yes
,,Tyson,Sausage,21.03,,,,,,,FoodWorld,37.62083726,55.78129657,Meat Products,85.0,27/12/2024,15/01/2025,yes
,,Oscar Mayer,Hot Dogs,6.97,,,,,,,GoldenCart,-0.089561535,51.51441247,Meat Products,18.0,09/04/2024,22/04/2024,yes
,,Pioner,Biscuits,4.12,,,,,,,MegaMarket,-73.97561715,40.74425251,Bakery Products,38.0,21/06/2024,16/10/2024,no
,,Pioner,Pasta,2.54,,,,,,,EcoGrocer,-95.38291998,29.79755045,Bakery Products,36.0,27/08/2024,30/11/2024,no
,,Nestl̩ Pure Life,Tea,4.64,,,,,,,EcoGrocer,-95.33635773,29.75930089,Beverages,79.0,14/11/2024,07/07/2026,yes
,,Cherkizovo,Poultry,7.41,,,,,,,PrimePick,-112.1080257,33.45726806,Meat Products,91.0,23/09/2024,22/11/2024,yes
,,Ferrero,Halva,7.34,,,,,,,SuperValue,-87.58394261,41.85959014,Sweets,54.0,02/09/2024,15/06/2025,yes
,,Pepsi,Tea,9.36,,,,,,,FreshFoods,-118.2264832,34.01649945,Beverages,54.0,26/11/2024,24/11/2025,yes
,,Ferrero,Cakes,2.73,,,,,,,GoldenCart,-0.116411105,51.52761534,Sweets,88.0,03/08/2024,10/01/2025,yes
,,Tyson,Lamb,22.86,,,,,,,PrimePick,-112.0457419,33.44210862,Meat Products,19.0,27/06/2024,22/07/2024,yes
,,Nescaf̩,Tea,13.1,,,,,,,MegaMarket,-74.02151111,40.69148745,Beverages,18.0,26/09/2024,22/07/2025,yes
,,Roshen,Candies,7.56,,,,,,,MegaMarket,-74.03563882,40.70869555,Sweets,12.0,15/08/2024,02/07/2025,no
,,Barilla,Noodles,1.45,,,,,,,SuperValue,-87.66049321,41.90551713,Bakery Products,90.0,04/08/2024,31/10/2024,no
,,President,Yogurt,7.37,,,,,,,FoodWorld,37.64028439,55.7458201,Dairy Products,53.0,04/02/2025,18/03/2025,no
,,Danone,Butter,9.13,,,,,,,TastyBite,139.6007344,35.66883385,Dairy Products,20.0,01/04/2024,21/04/2024,no
,,Pioner,Bread,2.43,,,,,,,TastyBite,139.6921106,35.65541779,Bakery Products,99.0,22/12/2024,19/02/2025,no
,,Coca-Cola,Coffee,7.98,,,,,,,MarketMax,2.369769509,48.89151153,Beverages,22.0,20/12/2024,07/08/2026,no
,,Hormel,Hot Dogs,7.66,,,,,,,FreshFoods,-118.2555809,34.07193119,Meat Products,37.0,27/10/2024,11/12/2024,yes
,,Nestl̩,Butter,6.97,,,,,,,GoldenCart,-0.149806826,51.54912269,Dairy Products,25.0,01/06/2024,18/07/2024,no
,,Tyson,Smoked Meat,22.98,,,,,,,FreshFoods,-118.2006472,34.09300968,Meat Products,1.0,27/04/2024,10/05/2024,yes
,,Mars,Halva,9.34,,,,,,,FreshFoods,-118.2149917,34.04971934,Sweets,7.0,07/07/2024,30/06/2025,yes
,,Parmalat,Milk,4.79,,,,,,,MegaMarket,-73.99219426,40.69138413,Dairy Products,35.0,20/07/2024,11/08/2024,yes
,,Oscar Mayer,Hot Dogs,15.3,,,,,,,TastyBite,139.6690104,35.66019305,Meat Products,82.0,10/05/2024,03/06/2024,yes
,,Danone,Milk,2.82,,,,,,,PrimePick,-112.0887736,33.44420815,Dairy Products,80.0,09/02/2025,24/02/2025,yes
,,Lipton,Coffee,14.47,,,,,,,GoldenCart,-0.133062132,51.49554332,Beverages,34.0,06/04/2024,04/01/2025,yes
,,President,Cottage Cheese,5.87,,,,,,,SuperValue,-87.60076902,41.91695773,Dairy Products,68.0,30/12/2024,08/02/2025,yes
,,Lipton,Coffee,8.96,,,,,,,FreshFoods,-118.2421043,34.01287031,Beverages,55.0,15/05/2024,06/02/2025,yes
,,Ferrero,Jam,2.66,,,,,,,MarketMax,2.360114248,48.85045407,Sweets,26.0,08/06/2024,05/04/2025,no
,,Ferrero,Cakes,8.44,,,,,,,GoldenCart,-0.144516054,51.54388375,Sweets,25.0,27/07/2024,25/04/2025,yes
,,Yashkino,Bread,7.91,,,,,,,GoldenCart,-0.133826836,51.4995982,Bakery Products,32.0,21/09/2024,28/11/2024,yes
,,Oscar Mayer,Sausage,14.36,,,,,,,NutriMart,-99.13228201,19.45964637,Meat Products,52.0,30/05/2024,12/06/2024,no
,,Cherkizovo,Poultry,14.7,,,,,,,FoodWorld,37.57163144,55.73931511,Meat Products,55.0,24/10/2024,05/12/2024,no
,,Danone,Butter,3.26,,,,,,,MegaMarket,-73.97836322,40.74427873,Dairy Products,66.0,09/09/2024,19/10/2024,no
,,Roshen,Jam,2.7,,,,,,,SuperValue,-87.64137513,41.87599899,Sweets,29.0,27/07/2024,05/04/2025,yes
,,Milka,Cakes,2.04,,,,,,,MegaMarket,-74.04342181,40.67926065,Sweets,55.0,12/05/2024,10/12/2024,yes
,,Nestl̩,Candies,9.66,,,,,,,EcoGrocer,-95.41903459,29.80453769,Sweets,93.0,23/03/2024,09/02/2025,yes
,,Lipton,Mineral Water,2.96,,,,,,,SuperValue,-87.60046419,41.9231131,Beverages,16.0,30/11/2024,24/03/2026,yes
,,Barilla,Noodles,7.35,,,,,,,FoodWorld,37.65945417,55.77104732,Bakery Products,8.0,23/03/2024,21/07/2024,yes
,,Oscar Mayer,Lamb,9.33,,,,,,,MegaMarket,-73.9843672,40.74552803,Meat Products,38.0,14/08/2024,21/09/2024,yes
,,Lipton,Mineral Water,14.09,,,,,,,MegaMarket,-73.99013532,40.69767988,Beverages,97.0,29/01/2025,08/10/2026,yes
,,Cherkizovo,Sausage,20.39,,,,,,,NutriMart,-99.17236636,19.44568968,Meat Products,45.0,09/10/2024,10/11/2024,yes
,,Nescaf̩,Carbonated Drinks,1.23,,,,,,,MegaMarket,-73.98365706,40.72352557,Beverages,25.0,13/08/2024,08/11/2025,yes
,,Oscar Mayer,Smoked Meat,20.61,,,,,,,GoldenCart,-0.084183087,51.47263391,Meat Products,49.0,21/09/2024,10/10/2024,yes
,,Parmalat,Yogurt,2.17,,,,,,,SuperValue,-87.67097565,41.84081841,Dairy Products,80.0,25/03/2024,05/06/2024,yes
,,Parmalat,Cheese,2.66,,,,,,,FoodWorld,37.60943334,55.77297619,Dairy Products,82.0,13/01/2025,10/02/2025,no
,,President,Cream,2.25,,,,,,,MegaMarket,-74.04638173,40.73732216,Dairy Products,20.0,19/10/2024,03/11/2024,yes
,,Ozon,Biscuits,7.04,,,,,,,MarketMax,2.35938206,48.84146491,Bakery Products,44.0,19/01/2025,22/05/2025,no
,,Ferrero,Cakes,3.08,,,,,,,EcoGrocer,-95.39089776,29.73246571,Sweets,63.0,03/05/2024,04/11/2024,yes
,,Pepsi,Coffee,12.94,,,,,,,FoodWorld,37.64912021,55.76281344,Beverages,53.0,06/02/2025,05/09/2026,yes
,,Barilla,Biscuits,3.85,,,,,,,EcoGrocer,-95.41750543,29.7916313,Bakery Products,89.0,29/05/2024,20/11/2024,yes
,,Hormel,Hot Dogs,7.57,,,,,,,TastyBite,139.6395845,35.6403987,Meat Products,22.0,29/11/2024,17/01/2025,yes
,,Barilla,Noodles,3.13,,,,,,,MegaMarket,-73.98253626,40.73172061,Bakery Products,51.0,13/04/2024,12/05/2024,no
,,Milka,Cakes,10.77,,,,,,,MegaMarket,-73.99707717,40.69476295,Sweets,27.0,31/05/2024,09/05/2025,yes
,,Makfa,Bread,5.19,,,,,,,EcoGrocer,-95.33188918,29.78336331,Bakery Products,54.0,08/07/2024,20/10/2024,no
,,Nestl̩,Cream,6.21,,,,,,,EcoGrocer,-95.41085908,29.79158235,Dairy Products,5.0,14/01/2025,03/02/2025,yes
,,Campina,Milk,3.39,,,,,,,EcoGrocer,-95.37546327,29.71699665,Dairy Products,40.0,16/12/2024,04/01/2025,yes
,,Parmalat,Cottage Cheese,6.97,,,,,,,EcoGrocer,-95.32461607,29.74399223,Dairy Products,77.0,19/06/2024,09/07/2024,yes
,,Lipton,Mineral Water,3.39,,,,,,,PrimePick,-112.0606643,33.46902771,Beverages,32.0,18/10/2024,24/05/2026,no
,,Makfa,Buns,1.47,,,,,,,MegaMarket,-73.97492255,40.71398449,Bakery Products,82.0,24/10/2024,13/03/2025,no
,,Perdue,Beef,24.87,,,,,,,NutriMart,-99.13731361,19.41290998,Meat Products,45.0,09/07/2024,20/07/2024,no
,,Ferrero,Jam,10.62,,,,,,,FreshFoods,-118.2588148,34.00583359,Sweets,100.0,22/07/2024,24/10/2024,yes
,,Oscar Mayer,Beef,19.94,,,,,,,EcoGrocer,-95.35792661,29.77086603,Meat Products,72.0,12/01/2025,26/01/2025,yes
,,Nestl̩ Pure Life,Mineral Water,12.37,,,,,,,MarketMax,2.349637082,48.86724041,Beverages,97.0,11/05/2024,27/12/2025,yes
,,Yashkino,Noodles,4.03,,,,,,,FreshFoods,-118.2458284,34.05310871,Bakery Products,28.0,14/10/2024,20/12/2024,yes
,,Pepsi,Tea,3.58,,,,,,,GoldenCart,-0.104929028,51.45985748,Beverages,52.0,15/06/2024,23/05/2025,yes
,,Amul,Cream,7.15,,,,,,,FoodWorld,37.63641299,55.75727232,Dairy Products,89.0,26/06/2024,05/09/2024,yes
,,Yashkino,Buns,1.0,,,,,,,MarketMax,2.334686465,48.90555105,Bakery Products,78.0,19/12/2024,30/05/2025,yes
,,Mars,Candies,6.8,,,,,,,NutriMart,-99.15140089,19.40678375,Sweets,42.0,09/09/2024,09/08/2025,yes
,,Nestl̩ Pure Life,Mineral Water,14.43,,,,,,,GoldenCart,-0.094205414,51.55485315,Beverages,71.0,23/06/2024,02/01/2026,yes
,,Tyson,Sausage,14.66,,,,,,,GoldenCart,-0.170556016,51.46033263,Meat Products,14.0,03/10/2024,31/10/2024,yes
,,Milka,Ice Cream,7.33,,,,,,,NutriMart,-99.10090352,19.3895971,Sweets,45.0,05/05/2024,03/05/2025,yes
,,Coca-Cola,Mineral Water,1.06,,,,,,,FreshFoods,-118.262863,34.08635135,Beverages,84.0,19/09/2024,01/05/2025,yes
,,Yashkino,Biscuits,5.48,,,,,,,PrimePick,-112.0535994,33.42537697,Bakery Products,72.0,25/11/2024,01/03/2025,no
,,Ferrero,Chocolate,5.4,,,,,,,EcoGrocer,-95.34240586,29.77465604,Sweets,16.0,10/05/2024,23/10/2024,yes
,,Nestl̩ Pure Life,Carbonated Drinks,10.26,,,,,,,TastyBite,139.6628564,35.6653425,Beverages,74.0,30/03/2024,11/11/2025,yes
,,Pioner,Noodles,4.93,,,,,,,SuperValue,-87.66359491,41.92764636,Bakery Products,27.0,18/05/2024,03/11/2024,yes
,,Barilla,Pasta,5.56,,,,,,,MegaMarket,-73.96077744,40.66416401,Bakery Products,34.0,15/06/2024,28/09/2024,yes
,,Oscar Mayer,Sausage,24.88,,,,,,,PrimePick,-112.0665782,33.4685749,Meat Products,95.0,07/02/2025,04/03/2025,yes
,,Campina,Butter,9.57,,,,,,,GoldenCart,-0.099610539,51.50688181,Dairy Products,36.0,22/08/2024,25/10/2024,no
,,Nestl̩ Pure Life,Mineral Water,12.05,,,,,,,GoldenCart,-0.109971066,51.54752915,Beverages,93.0,29/09/2024,14/08/2026,yes
,,Hormel,Smoked Meat,18.11,,,,,,,PrimePick,-112.0867322,33.4237152,Meat Products,9.0,09/08/2024,09/09/2024,no
